  -0.4040 - 0.3569i
  -0.6011 - 1.1256i
   0.0579 - 1.4259i
  -1.4316 + 0.4754i
   1.8926 + 0.3941i
  -0.3496 + 0.5250i
   0.7751 - 1.4203i
   0.8996 + 2.6580i
   0.9857 + 0.9391i
  -0.0794 - 0.9822i
   0.1787 - 0.2688i
   0.1589 + 0.9493i
   0.2895 - 0.0529i
   0.2571 + 0.9105i
  -0.5004 + 0.1522i
   0.6097 + 0.2298i
   0.1962 - 0.0881i
  -1.2891 + 0.5635i
   0.4943 - 0.5859i
   0.3855 + 0.2429i
  -0.8624 - 1.2634i
   0.0100 - 0.9053i
  -0.0613 - 0.1384i
   0.6111 - 1.6261i
   0.0737 + 0.9511i
  -0.6789 - 0.7265i
   0.5940 + 0.8163i
   1.1529 - 0.3271i
   0.2556 + 1.2153i
  -0.4576 - 1.0231i
  -0.5170 - 0.8801i
   0.2230 - 0.9431i
   0.1433 + 0.2954i
   2.3819 + 0.7981i
   0.2997 + 0.0607i
  -1.4916 - 0.7782i
  -0.8058 - 0.6779i
   1.8044 - 0.2952i
   1.0801 - 1.1077i
  -0.6165 - 0.4620i
  -0.0362 - 2.9099i
  -0.5926 - 1.5623i
  -0.3724 + 1.0758i
  -0.6970 + 0.8235i
  -0.3837 - 0.3006i
   0.2592 - 0.4948i
  -0.7666 + 0.5318i
   0.0091 - 0.6328i
  -0.7205 - 1.3371i
   0.9370 - 0.2459i
   1.4227 + 0.2399i
  -1.5214 - 0.3852i
   0.3654 + 0.3702i
   0.4551 - 1.9076i
  -1.4166 - 1.4546i
   0.0190 - 0.0940i
  -0.1486 - 1.1316i
  -1.0919 + 0.9982i
   0.1273 - 0.3292i
   0.9292 - 0.3835i
   0.1974 + 0.4395i
   1.0308 - 1.2548i
  -0.6315 + 0.4572i
  -0.3939 + 1.0512i
   0.0149 - 1.8956i
  -0.7680 - 1.4965i
  -0.6640 + 1.4663i
   0.3512 + 0.3481i
   0.4031 - 0.2472i
  -0.4221 + 0.3994i
   2.2291 - 0.5585i
  -0.4917 + 0.0516i
   0.6844 + 0.1408i
   0.6646 - 0.7258i
   1.2083 + 0.0222i
  -0.5408 + 0.3768i
  -0.6708 + 1.0062i
  -0.0575 - 0.2719i
  -0.3703 + 0.9793i
  -0.0179 - 2.1130i
   0.6956 - 1.3070i
   0.4460 - 0.0279i
   0.2573 + 0.1800i
   0.4956 - 0.5152i
   0.7947 - 1.2981i
  -1.1316 + 0.3948i
  -0.5899 + 0.6729i
  -0.4316 + 1.2238i
   0.4742 + 0.6158i
   0.8954 - 0.0953i
  -1.0841 - 0.2149i
   1.0541 - 0.2804i
   0.6831 - 0.0013i
  -0.1458 - 1.0002i
   0.7181 + 1.2885i
   0.6570 + 0.0337i
   0.8673 + 0.3226i
   0.4094 - 1.4016i
  -0.0072 + 0.1198i
  -1.2256 - 0.3729i
   0.3051 + 0.2705i
  -1.3812 - 0.1506i
  -0.8892 - 0.2884i
   0.2134 + 1.1492i
   0.5172 + 2.1341i
  -1.2729 - 0.2400i
   0.4794 - 0.4094i
  -0.9827 - 0.5611i
  -0.2045 + 0.0146i
  -0.9633 - 0.1935i
   0.5907 + 0.6578i
   0.7267 - 0.1564i
  -3.0239 - 1.1138i
  -0.0377 - 1.0339i
  -0.7843 - 0.1361i
  -0.2649 - 0.2995i
   0.4897 + 0.4540i
  -0.5024 + 1.5980i
   0.4180 + 0.8134i
  -0.5752 - 1.2582i
  -0.6842 - 1.1925i
   0.2491 - 2.5077i
  -1.3666 - 1.0459i
   0.0720 - 0.8759i
  -0.1148 - 0.8597i
  -0.5934 - 0.4752i
  -0.5897 - 0.0242i
  -0.3960 - 0.7225i
  -0.6184 + 0.2550i
  -0.5543 + 0.0845i
  -1.5409 - 0.5161i
   1.0126 + 0.6615i
  -0.5783 + 0.5319i
  -0.3172 - 1.0152i
   0.1046 - 0.1785i
  -0.4044 - 0.6876i
   0.1467 + 1.3377i
   0.2527 - 0.7834i
  -0.8073 - 1.1443i
   1.8097 - 0.5599i
  -0.6878 + 1.4523i
   0.0601 - 0.4422i
   0.1863 + 0.1669i
   0.7581 + 2.2339i
   1.0274 - 0.3229i
   0.6607 - 0.1734i
   0.1121 + 0.9322i
   0.5838 - 1.2412i
  -0.4559 + 1.1336i
  -0.5112 + 0.2773i
   0.3821 + 0.5378i
  -0.2931 - 0.3489i
   0.1989 + 1.2280i
   0.9341 - 0.0427i
  -0.1676 - 0.6889i
   0.7315 - 1.0665i
   0.0975 + 0.6107i
  -0.1781 - 0.4047i
  -1.2648 - 1.1738i
  -1.3025 - 0.1363i
  -0.9228 - 0.5921i
   1.5930 - 0.0807i
  -1.0122 - 1.3532i
   1.1153 + 1.0939i
  -0.9358 - 0.3739i
  -1.6052 + 0.4406i
   0.7654 + 1.5441i
  -0.1622 + 1.2728i
  -0.2843 - 1.2504i
  -1.0447 - 1.1670i
   0.8019 + 1.2916i
  -0.0865 + 1.2134i
   2.0396 - 0.5195i
   0.5558 + 1.1552i
  -0.5759 - 1.9437i
   0.5129 - 0.3851i
   1.2755 - 2.1355i
  -0.1653 - 0.2100i
   0.4843 + 1.6736i
   0.5025 - 0.4118i
  -0.0331 + 0.8541i
  -0.1096 + 0.4390i
   1.5147 + 0.1736i
   1.3220 + 1.1553i
  -0.5076 - 0.1313i
   1.4958 + 0.3532i
   0.6093 - 0.1918i
   1.0115 - 0.5634i
   1.2148 + 0.5109i
  -0.0634 - 0.0435i
   1.0084 - 0.2199i
  -2.1506 - 0.0982i
  -1.7075 + 0.0487i
  -0.9132 - 0.6207i
   0.2391 - 0.4281i
   0.3630 - 1.6457i
  -0.1385 - 1.1867i
   0.2635 - 0.2779i
  -0.1271 + 0.7442i
   0.6659 - 0.2776i
  -0.4016 + 0.4165i
   0.6620 - 0.0180i
  -0.4520 - 1.1367i
   1.0302 + 1.1983i
  -0.6546 + 0.0906i
  -0.6401 - 1.0354i
   1.1636 + 0.7623i
   0.9277 - 1.3256i
  -0.5518 + 0.0291i
   1.2064 - 0.2566i
   1.5321 + 0.7251i
   0.2320 + 1.4076i
   0.1296 - 0.0946i
   0.5323 + 1.2651i
   0.9128 - 0.9890i
  -0.7825 + 0.3507i
   0.1749 + 1.4575i
  -0.4438 + 1.6241i
   0.4753 + 0.1720i
   0.5606 + 0.6332i
  -0.3515 + 0.2478i
  -1.7353 - 1.3732i
   0.2547 - 2.1136i
   0.6101 - 0.1274i
  -1.4005 - 0.5618i
   0.5424 + 0.6047i
   0.1880 - 0.5804i
   0.8723 - 0.4464i
   1.0871 - 1.0400i
  -0.1882 + 1.0376i
  -0.5538 + 0.0598i
   0.1256 - 0.4855i
   0.5031 - 0.3932i
   0.4795 - 0.8260i
  -0.1496 + 0.4585i
   0.1915 + 0.2145i
  -0.2713 - 0.3833i
  -0.3417 - 0.6286i
   0.1202 + 1.7083i
  -0.1693 - 0.9386i
  -0.8854 + 1.1989i
   1.5476 + 0.5900i
   1.5729 + 0.5346i
  -0.3370 - 1.1673i
   0.5756 - 0.1534i
  -0.6345 + 0.4907i
  -2.2379 + 0.9577i
  -1.3412 + 0.2622i
  -0.2456 + 0.5673i
   0.1964 - 0.9967i
   0.5215 - 1.6109i
   1.3799 - 0.9921i
   0.6203 - 0.9037i
  -0.6654 - 2.5813i
   0.5032 - 1.0573i
   0.0633 - 0.1814i
  -0.4378 + 0.0223i
   0.3178 + 0.7728i
   0.1548 - 0.4196i
   0.1421 - 0.0264i
   0.4941 + 0.8212i
   0.2638 + 0.8748i
   0.6521 + 0.6346i
   0.5981 - 0.1281i
   0.9908 + 0.0523i
  -0.0396 + 0.6796i
   0.7160 - 0.2991i
   2.4803 + 0.8953i
   0.8484 + 0.2854i
   0.9221 + 0.2020i
   0.7321 - 2.3903i
  -0.1864 - 2.3799i
  -0.6939 + 0.6490i
   1.2033 - 0.1432i
   0.2652 - 0.3455i
  -0.0493 + 0.2542i
   1.6319 - 1.1212i
  -1.2401 + 0.7804i
   1.9103 - 2.7684i
  -0.5492 - 1.2949i
   0.3851 - 0.7044i
   0.2889 + 1.2528i
   0.2450 + 0.2417i
   0.3829 - 0.6358i
   0.4566 + 0.1600i
  -0.0854 - 2.1751i
   2.0456 - 0.1093i
  -0.0407 - 0.4395i
  -1.7464 + 1.5805i
   1.1071 + 0.9091i
  -0.0933 - 0.9693i
   1.3303 - 1.1927i
  -0.9410 + 1.0221i
   0.3516 - 0.7085i
   0.3923 + 0.6120i
  -0.9145 - 0.7035i
  -0.2834 + 0.2420i
   0.3516 + 0.6401i
  -0.7233 + 2.9753i
   0.7640 - 0.1652i
  -0.8829 + 0.4109i
  -1.4472 - 0.9835i
   0.0963 - 0.4939i
   0.5139 + 0.4429i
   0.2883 + 0.6836i
  -1.1355 + 2.2652i
   1.8570 - 1.1857i
  -1.2228 + 0.3657i
  -0.9112 - 0.7970i
  -0.5850 - 0.7302i
  -1.0571 - 0.0822i
  -0.0582 - 1.5205i
  -1.6700 - 0.6339i
   0.0999 - 0.3300i
  -1.5327 + 0.8235i
  -1.3461 + 1.1904i
   2.0939 - 0.1006i
   1.4085 + 0.0002i
  -0.3229 + 0.3257i
   1.1642 + 0.0307i
   0.4180 + 2.7313i
   0.6675 - 0.2787i
   1.3389 - 0.4550i
   0.2639 + 2.6522i
  -2.0633 - 0.3770i
   1.4115 + 0.6630i
  -0.8771 - 1.2575i
   0.9228 + 1.3202i
  -0.6452 + 1.8990i
   1.1687 + 0.5381i
   1.5001 - 1.3214i
  -0.3615 - 0.7789i
  -0.6002 - 1.4460i
  -0.1490 - 0.6561i
   2.4819 + 0.9440i
   0.7657 - 1.3020i
  -0.2633 + 1.3726i
   1.1299 + 0.5989i
  -0.5654 + 0.1666i
   0.3646 - 0.1102i
  -0.1051 + 0.1369i
   1.7473 - 1.0169i
   1.2849 + 0.3722i
   0.5460 - 0.7749i
   0.1265 - 1.5820i
   0.3041 + 1.3156i
  -0.3130 - 1.1918i
  -0.6105 - 0.5430i
   0.2871 - 1.1997i
   0.8299 + 0.6368i
  -0.1494 + 0.3080i
  -1.8117 + 0.0566i
   0.7414 + 0.0342i
   0.2318 + 0.3016i
  -0.0136 + 0.2796i
  -0.4357 - 0.1951i
  -0.5407 + 0.0177i
  -0.3333 + 0.9944i
   0.5332 - 0.1916i
   0.1608 - 0.7709i
   1.4361 + 0.1265i
   1.4037 - 0.9425i
   0.4900 - 1.6081i
  -0.3619 + 1.0847i
   1.7538 + 0.1653i
  -1.8190 + 1.7292i
   1.0367 - 0.2249i
   0.8127 + 0.5770i
  -1.2610 - 0.0708i
  -0.5634 + 0.4687i
   0.2883 + 0.4909i
   1.2053 + 1.0592i
   0.0217 - 0.7922i
  -1.0876 - 0.2805i
   0.8637 - 2.2229i
  -0.8655 - 1.4991i
   0.2927 - 0.0968i
   0.1048 + 0.2063i
  -1.8153 + 0.0474i
   0.3053 + 1.0570i
  -0.7090 + 0.6877i
  -1.2998 - 0.8151i
  -2.1332 - 0.6744i
   0.3952 - 0.8009i
   0.9341 - 0.8796i
  -0.4234 - 0.2367i
  -0.1510 + 1.3922i
  -0.8870 - 0.4874i
   0.2035 - 0.4012i
  -0.5061 - 0.5913i
  -0.9904 - 0.3727i
   0.2769 - 0.1078i
  -0.5428 - 0.1741i
   0.2547 + 0.4653i
   1.5442 - 0.1749i
  -2.0900 - 0.6692i
   0.1473 + 1.1628i
  -1.4401 - 0.0521i
  -0.6895 - 0.1639i
  -1.4483 - 0.7730i
   1.1256 - 0.8693i
   0.0298 + 0.8064i
  -1.5165 - 1.8897i
  -0.2338 - 1.2025i
   1.1705 + 0.5512i
   0.5988 - 0.1409i
  -1.1084 - 0.8426i
   0.5738 - 0.3282i
  -1.3274 + 0.9094i
  -0.9726 - 1.1381i
   0.6592 - 1.2481i
   0.1520 - 2.1578i
   1.2600 - 0.7227i
   0.3649 - 1.2453i
   0.0623 - 0.1412i
   0.0971 - 0.6399i
   0.1254 - 0.0753i
   0.4066 - 0.6974i
  -1.3266 + 1.9778i
  -0.1088 + 0.9926i
  -0.8665 + 1.3439i
  -0.1856 - 0.5132i
  -2.3063 - 0.1044i
  -0.5563 - 1.0412i
   0.5649 - 0.5513i
  -0.7236 - 0.6833i
  -0.3353 + 1.0691i
   0.4761 - 0.9986i
   0.3161 - 0.3338i
  -0.4831 + 3.1420i
   0.6349 - 3.8976i
   1.1352 + 0.2340i
   0.7734 + 1.0367i
  -1.5258 - 1.9200i
   1.1929 + 0.1614i
   0.6459 - 0.0068i
   0.1953 - 1.0101i
  -0.1724 - 0.1834i
  -0.3811 + 0.7915i
   0.2958 - 1.2567i
  -1.7295 + 1.1757i
  -0.9441 + 1.3622i
   0.8410 + 1.3305i
   0.7384 - 0.9975i
   0.6526 - 0.7637i
   0.0432 - 1.4578i
   1.2119 - 0.6280i
  -2.0147 - 0.9939i
  -0.8748 - 0.2418i
   1.0913 + 0.7583i
   1.4013 + 0.8815i
   1.1189 - 0.6911i
  -0.3165 + 1.7004i
   0.2144 + 2.1986i
  -1.5979 - 0.2254i
   1.8954 - 0.1618i
  -0.7834 + 0.7055i
  -0.5478 - 1.6573i
  -0.2903 + 0.7985i
  -1.5283 - 2.1135i
   0.3446 + 0.4426i
  -1.5018 - 1.1135i
   0.1617 - 0.7946i
   1.0458 + 0.4491i
  -0.7597 + 2.4989i
  -1.4676 + 2.0298i
   0.4702 + 0.8472i
  -1.3976 - 1.6004i
   1.3618 - 0.9286i
  -0.9694 + 0.8706i
   0.0960 - 0.0408i
  -0.3813 - 0.7323i
   2.2990 + 0.3169i
   0.3062 - 0.3217i
  -0.9528 - 0.2978i
  -2.0832 + 1.0558i
   1.1153 - 0.2948i
  -0.1527 - 3.1277i
  -0.0529 + 1.3940i
   0.1127 - 1.0406i
  -0.0533 + 0.7576i
   1.5716 + 0.8019i
  -1.4816 + 1.1907i
  -0.7839 + 0.2606i
   1.9402 + 0.4703i
  -1.0444 + 0.9781i
  -0.2485 + 0.5842i
  -0.1273 + 0.6740i
   1.9298 + 0.7194i
  -0.2670 - 0.9544i
   0.7237 + 0.7636i
   1.0226 - 1.3423i
  -1.2983 + 0.5323i
  -0.2837 + 1.3171i
  -0.1122 + 0.4252i
  -0.3716 - 2.2827i
   0.3134 - 1.7681i
   0.5570 - 0.0539i
   0.1124 + 0.2637i
  -1.5678 + 1.3952i
   0.0186 - 0.3471i
  -0.5496 - 0.8507i
   0.3211 - 0.3912i
   0.2462 + 1.2878i
  -0.5054 - 0.4562i
  -0.3029 - 1.8224i
  -1.3578 - 1.7301i
  -0.5372 + 1.9301i
  -1.0946 + 0.5861i
  -1.2652 - 1.7559i
  -0.5628 - 0.5885i
  -0.2409 + 1.1512i
  -0.3425 + 1.6268i
   0.3409 + 0.3329i
  -0.2629 - 1.2546i
   0.7516 + 0.7055i
   1.1487 - 2.5868i
   0.5850 + 0.7559i
   0.9179 + 0.4571i
   1.2607 + 0.3512i
   0.0850 - 0.9716i
  -0.3268 - 0.8708i
   2.1354 + 0.2885i
   1.7438 + 0.4845i
  -0.0930 - 0.6548i
   0.0227 - 1.0401i
   0.4901 - 0.3647i
   0.0419 - 0.4389i
   0.3673 + 0.9521i
   0.9508 + 1.1392i
   1.4702 - 1.1554i
  -0.5628 - 0.3306i
   0.6138 + 0.3351i
   1.6554 - 0.2054i
   0.0304 - 0.5141i
  -0.4162 - 0.6038i
   1.0927 + 0.2577i
   0.6821 + 0.2020i
   0.2862 - 0.5271i
   0.8371 + 0.2567i
   1.0045 - 0.1084i
   0.8325 + 0.7163i
  -0.5079 - 0.6375i
   0.1650 + 0.5416i
   0.9724 + 0.1360i
  -0.0742 - 0.6780i
  -0.4755 + 1.1700i
  -0.6938 + 2.4359i
   0.5393 - 0.6724i
  -1.9527 + 0.1790i
   0.5760 - 0.4473i
  -1.4287 + 1.5837i
  -1.6969 - 0.4772i
  -1.4300 + 0.2442i
  -0.9495 - 0.5767i
   1.3644 - 1.1238i
   1.7711 + 2.5946i
   0.0888 - 1.4604i
  -0.4544 - 2.3058i
   0.3315 - 0.8430i
  -2.0283 - 1.3485i
   0.7198 + 0.9281i
   1.7608 - 0.9885i
  -0.3546 + 1.1545i
  -2.5742 - 1.1495i
   0.4498 + 0.1468i
  -1.1408 - 0.6289i
  -2.4550 + 0.4543i
   0.2321 + 0.7253i
   1.5766 - 1.2524i
  -0.3742 + 0.1544i
   0.4686 - 2.4202i
  -0.1707 + 0.6781i
  -0.4412 + 1.2461i
  -1.4261 + 1.0232i
  -1.3128 + 0.5638i
   0.0740 + 1.0233i
  -1.4934 - 1.5909i
   0.9281 + 0.4569i
  -3.4521 - 2.0096i
   1.3749 + 0.5424i
   1.0568 + 0.7991i
  -1.5495 - 0.3267i
  -0.3735 - 0.3646i
  -0.3272 + 1.3789i
   0.1545 - 0.6932i
   0.2145 + 1.2192i
   0.0250 - 0.4369i
  -1.5010 + 1.7551i
   0.6972 + 1.0111i
  -0.6121 - 0.9239i
   1.1249 - 0.7098i
   1.2761 + 1.7006i
   0.4662 - 2.1558i
   0.2540 + 3.0143i
   0.0440 - 1.4464i
  -1.1538 - 0.8642i
  -0.4685 - 0.1084i
  -1.3735 - 1.7780i
  -1.0030 - 3.6542i
  -1.9066 - 1.0942i
   0.0854 + 0.2142i
   0.4777 - 1.1478i
   0.2603 + 2.1531i
  -0.1267 + 0.0092i
  -0.3788 + 0.7591i
   1.4254 + 1.6622i
  -0.8524 + 0.1252i
  -0.3949 - 1.4395i
  -0.6241 + 1.3481i
   0.8546 + 0.5617i
  -1.2821 + 0.2843i
  -0.4403 - 0.5667i
   0.8098 + 0.9249i
   0.5785 + 1.1094i
  -1.5754 - 0.8301i
   0.6725 - 2.5619i
   0.2975 + 0.2607i
   0.5228 + 2.1264i
   0.0325 - 0.7254i
   0.2133 + 0.8196i
  -0.1202 - 1.3865i
  -0.9429 + 0.4112i
   1.7880 + 0.0734i
   0.1605 + 0.7172i
  -1.2793 + 3.3992i
   0.0427 + 0.9245i
  -0.6696 - 1.4089i
  -0.3098 + 0.7382i
   0.4861 - 4.0866i
  -0.5344 + 0.1319i
   0.3803 + 1.0227i
   0.6958 + 0.4966i
  -0.7610 + 0.1246i
  -0.5962 - 0.0501i
   0.0228 - 2.1897i
  -0.1950 - 1.1441i
  -2.3448 - 2.1078i
  -0.6328 + 0.1767i
   0.3015 - 2.5065i
   1.0437 - 0.2528i
  -1.7238 - 0.2651i
  -0.4140 + 0.4419i
  -1.6344 - 0.0825i
  -0.5096 - 0.4081i
  -0.5417 - 0.0980i
  -1.3596 - 0.4346i
  -0.4088 - 0.0525i
   1.6541 + 0.7440i
   1.4882 + 3.0464i
   1.9939 - 1.2391i
  -1.2496 - 1.8819i
  -0.6245 + 1.6449i
  -0.0737 + 1.9542i
   1.6927 + 1.5460i
  -1.0098 - 0.2881i
  -0.6460 - 1.3077i
   0.8880 + 0.7108i
   0.4976 + 1.3918i
   0.4641 - 1.4858i
  -0.8920 + 0.3880i
   0.8119 - 0.1317i
  -2.5652 + 1.0988i
  -1.6933 + 1.2048i
   1.5571 - 0.3313i
   1.8654 - 1.3808i
  -0.0882 + 1.9832i
   0.3586 + 1.2211i
  -1.8924 - 0.4759i
  -0.9019 + 0.1050i
   0.5280 + 0.6674i
  -0.8614 + 0.8033i
   0.4596 - 0.2757i
  -0.7286 + 1.8625i
  -0.3909 + 0.9020i
   1.7261 - 0.4468i
  -0.6667 + 1.8763i
   0.4682 - 0.1677i
   0.7229 - 1.4602i
   0.6643 - 0.7418i
   0.0761 - 0.9171i
   1.8051 + 0.5868i
  -0.9302 - 1.9145i
  -0.1044 - 0.2713i
   0.4263 - 0.3662i
  -1.6508 + 0.9071i
   1.4156 + 0.7823i
  -0.0152 - 0.6052i
   0.4283 + 0.3760i
   0.2814 - 0.4007i
   0.8749 - 0.0452i
  -0.5062 - 2.7188i
  -1.7654 - 1.2005i
   0.1904 + 0.0056i
  -0.1083 - 1.9410i
  -1.4882 + 2.5757i
  -0.7866 + 1.0803i
  -0.2248 + 0.6824i
  -0.2151 - 1.6175i
   0.0901 + 0.5261i
  -1.6467 - 0.2657i
   2.1223 - 0.2823i
  -1.2440 + 0.6554i
  -1.7931 - 0.2131i
   0.7876 - 0.3614i
  -2.2415 - 0.0696i
   1.0876 + 0.5797i
  -1.3698 - 1.6021i
  -1.9664 + 1.0101i
   0.8532 - 0.4995i
  -0.1713 + 0.7761i
  -1.4215 - 2.3123i
  -1.7170 + 0.8154i
   0.9306 - 0.1099i
   1.7801 - 0.5386i
   0.5105 + 0.0598i
   0.8860 + 0.5775i
  -0.4569 - 2.1664i
   1.1907 - 0.0804i
   0.8319 + 0.0691i
   1.7817 + 0.7932i
  -0.1619 - 0.9088i
  -0.3615 + 1.4973i
  -3.1634 + 1.5236i
   1.9626 - 0.7111i
   0.0031 - 0.3949i
   0.4977 - 0.1130i
  -1.3799 - 1.0046i
  -0.9167 - 1.0081i
   0.7040 - 1.3985i
  -0.1727 + 0.7409i
   0.8633 + 1.3004i
   0.5288 - 0.0650i
   1.8421 - 1.9450i
   0.3024 - 0.1147i
  -0.0418 - 1.3150i
   1.2557 - 0.7297i
   0.2017 - 0.3054i
  -0.3470 - 0.2046i
  -0.1611 - 0.4458i
   1.7006 - 0.4301i
   0.2113 + 0.1754i
   0.2782 + 0.2189i
   0.8984 - 1.0116i
   0.4922 - 0.7438i
  -0.3349 - 2.7237i
  -0.0871 - 1.6803i
   0.2335 + 0.8302i
   0.4994 + 0.0093i
  -1.9130 + 0.8029i
   0.2242 - 2.2317i
  -0.5661 - 3.2597i
  -0.9872 - 1.7884i
   1.3404 - 0.0421i
  -1.1087 + 0.8597i
   1.1005 - 1.6684i
  -0.6560 + 1.0915i
  -0.2634 - 0.0955i
   1.2893 - 0.7375i
   0.1007 - 0.1733i
   1.2662 - 1.0425i
  -0.1674 + 1.9611i
   0.0064 + 0.1448i
   1.7591 + 0.4803i
   0.1128 - 0.5382i
   0.4037 + 0.3800i
  -0.4253 - 0.9060i
   1.2588 - 0.4340i
  -0.5047 + 0.2145i
  -0.4151 - 2.1386i
  -0.6665 - 0.9531i
   0.1752 - 0.6209i
   0.7515 + 1.3940i
  -0.1061 + 1.0187i
   0.5637 + 0.6022i
   2.2564 + 0.2133i
   0.3050 - 0.0328i
  -1.4697 + 0.4805i
  -1.9499 - 1.6402i
  -0.3140 - 0.7636i
   0.0457 + 0.4527i
  -0.3290 - 0.4771i
  -1.1521 - 0.3013i
  -0.3750 - 0.9133i
  -0.1363 + 0.6607i
   1.0142 + 0.9669i
  -0.4365 + 0.6280i
   0.9115 + 1.7494i
   0.4119 + 1.6567i
  -0.2119 + 1.1206i
  -0.0381 + 1.1362i
  -2.1349 + 0.6276i
  -0.0484 - 0.4649i
  -0.5108 + 0.6944i
  -0.7877 - 1.7156i
  -1.7388 - 1.0928i
  -0.5062 - 2.1219i
  -0.2166 - 0.4638i
  -0.3017 + 0.5490i
  -2.4314 + 1.4175i
   0.2883 - 0.5011i
  -2.2112 - 0.1891i
  -0.7538 - 1.0235i
   1.1270 + 0.7529i
  -0.1549 - 0.6566i
  -0.2635 - 1.0622i
   1.4580 - 0.8968i
   0.3266 + 0.4495i
  -0.3860 - 0.6792i
   0.7066 + 0.2678i
   1.4446 + 0.7792i
   0.3442 - 0.4691i
   2.0046 + 0.4331i
   2.3311 + 1.1140i
  -2.0902 + 0.2054i
  -0.7702 + 0.1807i
   1.6928 - 0.6005i
   0.1425 - 0.3487i
   1.1073 - 0.8589i
  -1.6359 + 0.6685i
   0.3438 + 0.0807i
   0.4786 + 1.9972i
   2.0313 - 1.4725i
   0.0694 + 0.1429i
   0.9907 - 0.4448i
  -1.0356 - 0.2269i
  -0.7493 - 1.4365i
   0.9034 + 0.6907i
  -0.3275 + 1.3414i
  -1.2056 - 2.0072i
   1.5305 + 1.1732i
   0.6240 - 0.2009i
  -1.9344 - 0.5821i
  -0.4304 + 0.6538i
  -1.0641 + 0.5026i
  -0.0368 + 0.2270i
  -0.5562 - 0.7071i
  -1.0318 + 0.5468i
  -0.7944 + 0.7816i
   2.0834 + 0.6353i
  -2.1893 - 0.3126i
   0.4950 + 0.4960i
   0.2084 - 1.4418i
   0.0445 + 0.8848i
   0.4096 - 0.2803i
   0.4352 - 0.4673i
   1.0080 + 1.1979i
   0.1439 - 1.6781i
   1.8479 + 1.7074i
  -0.0140 - 0.1569i
  -0.4831 - 0.4126i
   0.3448 - 0.2527i
  -0.8341 - 0.6818i
   0.1794 - 1.2531i
  -1.3866 - 0.2307i
  -0.3154 + 0.7755i
  -1.0931 - 0.0313i
   0.6935 - 0.7694i
   0.3427 + 0.3571i
  -1.7020 - 0.0205i
  -0.4622 - 1.6505i
   0.3664 - 0.5186i
  -0.3023 + 2.8240i
  -1.4500 - 0.8402i
  -0.0861 + 2.3237i
   0.1559 + 2.2591i
  -0.3927 + 0.1195i
   0.4410 - 0.3177i
  -0.9474 - 0.5064i
   2.6851 + 1.4597i
  -0.8187 + 0.9696i
  -0.5714 + 0.0494i
  -0.3282 + 0.1757i
   0.7764 - 0.8120i
  -0.6157 - 0.7915i
   1.9014 + 2.6108i
   0.1967 - 0.6038i
   0.4286 - 0.4580i
   0.9184 - 0.9077i
   1.1181 - 0.8276i
   0.4581 + 0.9971i
  -0.7344 + 0.8463i
  -2.0917 - 0.4334i
   0.8301 + 1.4138i
   0.3064 + 0.8593i
  -0.1603 - 0.2067i
  -0.4311 - 1.5657i
  -0.3293 - 0.9134i
  -0.6796 - 0.5134i
   0.4091 + 1.0060i
  -0.4957 - 0.6346i
  -0.0309 - 1.0610i
   1.5343 - 0.8989i
  -0.9007 - 0.3673i
   2.0470 + 0.1382i
   0.7968 - 1.3591i
  -0.4264 - 1.7971i
   0.2157 + 0.3063i
  -0.1869 + 1.3535i
   0.9241 + 0.4835i
   1.0551 + 0.0772i
   0.2341 + 0.6261i
  -0.0604 + 1.2979i
   0.8411 + 0.1941i
   0.1306 + 0.0647i
  -0.9027 + 1.4508i
  -0.0361 - 0.4150i
   1.0732 + 0.5143i
   1.9147 - 0.7804i
  -2.5895 + 0.6600i
   0.7721 + 0.3990i
   0.1696 - 1.1370i
  -0.2429 - 0.8878i
  -0.7731 - 1.3713i
  -0.9817 - 2.1349i
  -0.7081 + 0.0386i
   0.5102 + 0.6364i
  -1.1960 + 1.6173i
  -1.6265 + 1.0949i
  -2.5011 + 1.5852i
  -0.5425 + 1.5087i
  -1.5055 - 0.9688i
  -1.8019 - 2.0829i
   2.2784 - 0.1980i
   1.3658 - 0.1746i
  -1.6687 - 0.5116i
   1.0281 + 0.5119i
   1.1916 + 2.5128i
  -0.2990 - 0.3845i
   0.7337 + 0.5874i
  -1.3706 - 0.6947i
  -1.7258 + 0.5862i
   0.6321 + 1.0358i
  -0.7256 - 1.1303i
  -1.1757 - 2.1857i
   0.7387 + 0.5562i
   2.6963 - 1.6983i
   0.1908 + 1.3755i
   0.0068 - 2.2662i
  -0.4586 + 0.5251i
   1.4050 - 0.4181i
  -0.4036 - 0.2897i
  -0.5406 + 1.1014i
  -0.8690 - 0.6555i
  -0.4730 - 0.2650i
   0.1724 + 0.4818i
  -2.7665 - 0.0691i
   1.4720 - 2.6974i
   1.9865 + 1.3289i
   1.5648 + 0.3018i
   1.1083 - 0.4136i
  -1.8752 - 2.1206i
   1.0309 - 0.0084i
  -0.6370 - 2.1633i
   0.9590 + 0.3822i
  -0.3561 + 0.0034i
  -0.4380 - 1.4258i
   0.0715 - 0.3697i
  -0.9585 - 0.2789i
   1.0874 + 1.4476i
   1.6147 - 0.0141i
  -2.7382 + 0.0329i
  -3.2787 + 1.8561i
   2.0811 + 1.3424i
  -1.4186 - 3.6638i
   2.7567 - 1.8189i
