   1.3907 - 0.7491i
  -0.6393 - 0.6943i
  -0.1546 + 0.4624i
  -1.1000 + 0.3860i
  -0.9336 - 0.4226i
   0.0639 - 0.5779i
  -0.4720 - 0.2934i
   0.3403 - 0.5106i
  -0.0880 + 0.4539i
   0.1363 + 0.0513i
  -0.4358 + 0.4549i
   0.4566 + 0.7077i
  -0.2253 - 0.2683i
  -0.0079 - 0.0324i
  -0.8835 + 0.0397i
   0.9291 + 0.2346i
  -0.6939 + 0.3963i
  -0.0025 - 0.7877i
   0.7321 - 0.4481i
  -0.0753 - 0.0126i
  -0.0709 + 1.1112i
   0.2868 - 0.1654i
   0.8579 + 0.0716i
   0.8355 + 0.1819i
  -0.2637 - 0.3743i
   0.2318 + 0.8558i
  -0.1227 - 0.4471i
   0.2242 - 0.1556i
  -0.2627 + 0.9322i
  -0.3687 + 0.0906i
  -1.1902 + 0.0407i
  -0.0105 - 0.6617i
   1.0055 + 0.4388i
   0.1772 - 0.0870i
  -0.1996 + 0.1283i
   0.3716 + 0.4050i
   0.0232 + 0.8843i
  -0.3971 + 0.0036i
  -0.0156 - 0.1457i
  -0.6228 + 0.7520i
  -0.0204 + 0.2611i
  -0.4200 + 0.5225i
  -0.2830 - 0.7873i
  -0.1799 - 0.3247i
  -0.1548 + 0.0456i
   0.2803 - 1.5041i
   0.6289 - 0.5257i
  -0.3972 - 0.4645i
  -0.6188 - 0.3458i
   0.1913 + 0.3480i
   0.0062 - 0.1002i
   0.2226 + 0.0447i
   0.3387 - 0.8562i
  -0.1408 - 0.2102i
  -0.0048 + 0.6960i
  -0.3921 - 0.3285i
   0.1376 + 0.3511i
  -0.4237 - 0.4673i
  -0.3984 - 0.3062i
  -0.5828 - 0.2074i
   0.2151 + 0.4583i
  -0.3444 - 0.1330i
   0.6267 - 0.1644i
   0.6517 + 0.6409i
  -0.5505 - 0.1377i
   0.1451 - 0.1315i
   0.1202 - 0.1379i
   0.4208 - 0.0856i
  -0.1931 + 0.2317i
   0.2607 + 0.1676i
  -0.5136 - 1.3435i
   0.7711 + 0.2098i
  -0.2024 - 0.2174i
  -1.4087 - 0.2138i
   0.4997 + 0.0585i
   0.1676 + 0.1629i
  -0.6381 + 0.1773i
   0.0213 + 0.2597i
  -0.0143 - 0.2238i
  -0.1394 - 0.3260i
   0.0226 + 0.0094i
   0.2357 + 0.0706i
   0.5478 + 0.5259i
   0.1561 + 0.1700i
  -0.9308 - 1.1744i
  -1.2529 - 0.9837i
   0.1422 + 0.0761i
  -0.3610 - 0.3900i
  -0.6418 - 1.1421i
   0.3706 - 1.1086i
   0.2302 + 0.0568i
   0.1036 - 0.2244i
  -0.0185 - 0.2186i
  -0.5264 - 0.5805i
   0.1461 + 0.2470i
   0.6400 - 1.8421i
   0.2998 + 0.1206i
  -0.3374 - 0.5755i
  -0.0494 - 0.5848i
  -0.2689 + 0.0863i
  -0.6587 + 0.2512i
  -0.0327 - 0.1575i
  -0.8772 - 0.6643i
  -0.2841 + 0.9916i
  -0.0659 - 0.0884i
  -0.7905 - 0.1523i
  -0.8256 - 1.1905i
  -0.2894 - 0.6483i
  -0.4325 - 0.1008i
   0.2535 - 0.1201i
   0.1257 + 0.6927i
   0.1373 + 0.0849i
   0.1531 + 0.3404i
   1.0071 + 0.3270i
   0.4818 + 0.3533i
   0.4958 + 0.2026i
  -0.0345 + 0.1327i
   0.1760 - 0.9476i
   0.4533 + 0.2501i
   0.0991 - 0.7348i
  -0.2984 + 0.3930i
  -0.1384 - 0.1163i
   0.0432 - 0.2975i
  -0.1288 + 0.2301i
  -0.8227 + 0.0982i
  -0.1420 + 0.8158i
  -0.6093 + 0.6688i
  -0.2217 + 0.2596i
  -0.3351 + 0.8674i
  -0.2583 - 0.5630i
   0.1453 - 0.5733i
   0.1111 - 0.1836i
  -0.1362 - 0.3393i
  -0.3192 + 0.9277i
   0.3729 - 0.0580i
  -0.0711 + 0.7279i
   0.0012 - 0.1155i
  -0.1346 - 0.6781i
  -0.4717 + 0.4096i
   0.3771 - 1.5068i
   0.4886 - 0.2520i
  -0.6392 + 0.9041i
  -0.7738 + 1.1906i
   0.5343 + 0.0857i
  -0.0948 - 0.1300i
  -0.3139 - 0.4876i
   0.7347 + 0.2215i
   0.3906 + 0.6090i
   0.2968 - 0.6410i
   0.3252 + 0.3743i
  -0.4659 + 0.1693i
   0.3061 + 0.4370i
  -0.1755 - 0.2130i
   0.2507 + 0.8441i
  -0.8325 - 0.4438i
   0.3962 - 0.5680i
   0.2066 - 0.7973i
  -0.3198 - 0.1252i
  -0.4853 + 0.1150i
   0.4162 + 0.0035i
  -0.0594 - 0.0897i
  -0.4057 + 0.2190i
  -0.0828 - 0.3109i
   0.3580 - 0.2309i
   0.1243 + 0.6045i
  -0.0254 + 0.1878i
  -0.4305 - 0.3652i
   0.5649 + 0.1743i
  -0.7502 - 0.5512i
   0.9163 + 0.9049i
  -0.1716 + 0.2664i
   0.8016 - 0.2293i
  -0.1860 - 0.2697i
  -0.2503 + 0.9074i
   0.8786 + 0.2872i
  -0.0511 + 0.6069i
  -0.0941 + 0.2844i
   0.0943 - 1.2725i
   0.0864 - 0.4944i
   0.0854 + 0.4177i
   0.3850 + 0.2301i
   0.0094 - 0.0156i
  -0.9715 - 0.1592i
  -0.1685 + 0.2759i
  -0.7860 - 0.9640i
  -0.8675 + 0.4779i
   0.6800 + 0.5325i
  -0.1856 - 0.3705i
  -1.1072 + 0.1912i
   0.0926 + 0.1824i
   0.5854 - 0.4139i
  -0.5751 - 0.5221i
   0.8150 - 0.1559i
  -0.2809 + 0.1564i
  -0.4343 + 0.1512i
  -0.7334 + 0.1749i
  -0.3154 + 0.0140i
   0.8704 - 0.2432i
  -0.4568 + 0.9795i
   0.1921 + 0.1977i
  -0.7947 - 0.1611i
   0.3344 - 0.0676i
  -0.7594 - 0.3746i
  -0.6256 - 0.6263i
   0.1198 + 0.4532i
   0.0883 + 0.3345i
  -1.1239 + 1.0841i
   0.0574 - 0.4636i
   0.1253 + 0.7173i
   0.7959 - 0.4919i
   0.2426 + 0.1413i
   0.2766 - 0.1664i
  -0.0522 + 0.7657i
   0.6758 + 0.2843i
  -0.4619 + 0.1366i
  -0.1273 + 0.8155i
  -1.1581 - 0.5709i
   0.4632 + 1.3600i
   0.3790 + 0.2475i
  -0.4201 - 0.7541i
   0.0778 + 0.7694i
   0.5093 + 0.1757i
  -0.7054 + 0.3599i
  -0.1067 + 0.0696i
   1.1054 + 0.3039i
  -0.2006 + 0.9097i
  -1.0522 + 0.9121i
  -1.4101 - 1.6752i
  -0.0693 + 0.1305i
   0.6292 - 0.5332i
  -0.4291 - 1.2745i
  -0.2102 - 0.2697i
   0.2885 + 0.2588i
  -0.1789 + 0.4261i
   0.0142 + 0.6756i
  -0.1690 + 0.1481i
   1.2989 - 0.4653i
   0.2122 - 0.5420i
  -0.8864 + 0.7269i
   0.3100 + 0.3903i
  -0.6487 - 0.3384i
  -0.2463 - 0.1535i
  -0.2505 + 0.3085i
   0.5030 + 0.7178i
   0.0288 + 0.1442i
  -0.5407 - 0.2844i
   0.4059 - 0.5254i
  -0.2225 - 0.4778i
   0.5687 + 0.5905i
   0.4296 - 1.1952i
   0.0169 + 0.2442i
  -1.3299 + 0.1659i
   0.1935 - 0.3824i
  -0.1471 + 0.5973i
   0.5533 + 0.3225i
  -0.7091 - 0.8893i
  -0.0075 + 0.6792i
  -1.0101 - 0.4713i
   0.4174 + 0.5079i
  -0.2230 + 0.0001i
  -0.0651 + 0.3314i
   0.3359 + 0.7378i
   0.5113 + 1.3110i
  -1.1756 + 0.6153i
  -0.5579 - 0.8097i
   0.2154 + 0.0456i
   0.3307 - 0.5347i
   0.4726 - 0.5156i
   1.1994 + 1.2976i
   0.1245 + 0.6927i
   0.2082 + 0.2016i
  -0.2286 - 0.4295i
   0.2724 - 0.1535i
   0.5064 + 0.8085i
   0.0444 - 0.0560i
   0.4426 + 0.0587i
  -0.0496 - 0.6679i
   0.3109 - 0.3615i
  -1.6715 + 1.0537i
  -0.3240 + 0.2403i
   0.1170 - 0.6844i
  -0.3550 - 0.9330i
   0.4064 + 0.4027i
  -0.5815 + 0.1150i
   0.1749 + 0.1988i
   0.4566 + 0.4620i
  -0.2076 - 0.3510i
   0.6043 + 0.4267i
  -0.8215 - 0.6181i
  -0.0553 - 0.5898i
   0.5792 - 0.5125i
   0.1760 + 0.2385i
   0.1620 - 0.0746i
   0.0119 + 0.7826i
   1.1465 + 0.1877i
  -0.5684 + 0.0041i
   0.3114 + 0.7554i
  -1.2257 - 0.1175i
   0.1572 - 0.2768i
  -1.2459 + 1.0073i
   0.2465 + 0.5022i
   0.3286 + 0.1258i
  -0.9599 - 0.1347i
   0.1560 + 1.1888i
   0.1343 + 0.3806i
  -0.6566 - 0.8980i
  -0.1486 - 0.2385i
  -0.2063 - 0.4336i
  -0.6786 - 0.4078i
   0.3024 - 0.3885i
  -0.2499 - 0.0981i
  -0.3588 + 0.1645i
   0.0019 - 0.6355i
   0.4569 - 0.1003i
  -0.5600 - 0.1496i
   0.4953 + 0.9052i
   0.4214 - 0.4711i
   0.0006 - 0.0947i
  -0.3760 - 0.0798i
  -0.2381 - 0.1453i
   0.3540 + 0.5763i
  -0.4882 + 0.6638i
  -0.3069 + 0.2972i
   0.8298 + 0.7393i
  -0.2163 - 0.4047i
  -1.2289 + 0.3473i
   0.5614 + 0.2843i
  -0.2595 + 0.0057i
   0.3703 + 0.1144i
   0.0421 + 0.3077i
   0.0142 - 0.9218i
  -0.1237 - 0.1394i
   0.1269 + 0.5955i
  -0.1995 + 0.5250i
  -0.9439 + 0.8410i
   0.1806 + 0.4583i
   0.7403 - 0.5070i
  -0.6823 - 0.1084i
  -0.5031 + 0.4313i
  -0.9438 - 0.1358i
   0.2511 - 0.3064i
  -0.4713 + 0.5682i
   0.1507 + 0.5217i
  -0.0905 - 0.5087i
  -0.0170 + 0.3666i
  -0.4376 - 0.2760i
   1.0334 + 0.1444i
   0.6410 - 0.5122i
   0.3951 + 0.9595i
   0.1613 - 0.1427i
   1.5377 + 0.2952i
  -0.2729 + 0.2348i
   0.4896 + 0.2778i
   1.0198 - 0.6954i
   1.0731 - 0.5559i
  -0.2084 - 0.2268i
   0.2887 - 1.5748i
  -0.5288 - 0.3520i
  -0.0801 + 0.1959i
  -0.1948 + 0.1552i
   0.6056 - 0.1699i
   0.7517 + 0.2359i
  -0.1044 + 0.3852i
   0.2990 + 0.9878i
   0.1612 + 0.0595i
   0.5049 - 0.4590i
  -0.3323 + 0.0711i
   0.4329 + 0.1823i
  -0.0037 + 1.5426i
  -0.3158 - 0.0169i
  -0.3704 - 0.3358i
   0.4196 - 0.8490i
  -0.0129 + 1.1111i
  -0.0379 - 0.3217i
   0.4262 + 0.9828i
  -0.8146 + 1.4146i
   0.6407 + 0.1867i
   0.9154 - 0.3698i
  -0.6993 - 0.3462i
   0.5748 - 0.4805i
   0.7435 - 0.3763i
   0.3270 - 0.1144i
   1.1186 - 0.6900i
  -0.3703 - 0.8416i
  -0.4682 + 1.3440i
   0.1732 + 0.5779i
  -0.2318 + 0.6601i
   1.5343 - 0.5504i
   1.2937 - 0.0263i
  -0.0530 - 0.6737i
  -0.4441 - 0.0100i
  -0.3424 + 0.1868i
  -1.2658 + 0.2987i
  -0.7355 - 0.3138i
  -0.3597 + 0.1411i
   0.2346 + 0.4119i
  -0.8577 + 0.4466i
  -0.4656 + 0.3965i
   0.1407 - 0.0912i
  -0.0986 - 0.8995i
   0.4828 - 0.1361i
  -0.2273 + 1.1059i
  -0.3897 - 1.2314i
  -0.1298 - 0.1584i
   0.8724 - 0.9217i
  -0.8435 - 0.2279i
   1.1985 - 0.1821i
  -0.2640 - 0.2662i
   0.6172 + 0.0614i
   0.3274 - 0.8802i
  -0.0421 - 0.0933i
  -0.7098 + 0.0002i
  -0.7208 + 0.1079i
   0.8933 - 1.1796i
  -0.7479 - 0.2530i
  -0.1700 - 0.0319i
   0.7344 - 0.1831i
  -0.4702 + 0.3489i
   0.1931 - 0.0697i
   0.5857 + 0.1455i
   0.4650 - 1.4896i
  -0.0036 - 0.5106i
   0.5248 + 0.1661i
  -0.2319 + 0.3788i
  -0.4820 - 0.0916i
  -0.1994 - 0.4071i
   0.3836 - 0.2954i
   1.5781 + 0.1784i
  -1.1156 - 0.3210i
  -0.2382 - 0.0371i
  -0.8171 + 1.7786i
  -0.2575 - 0.1430i
  -0.6217 - 0.2219i
  -0.3909 - 0.3606i
  -1.1940 - 0.4716i
   0.7104 + 0.9628i
   0.3069 - 0.4529i
   0.5500 - 0.0759i
  -0.4696 + 1.7002i
  -0.4357 + 0.8874i
   1.0673 + 1.5503i
   0.5362 + 0.6719i
   0.2393 + 0.7871i
  -0.7307 + 0.0896i
  -0.1746 - 1.4693i
   1.0304 - 0.7988i
  -1.1552 - 1.4201i
  -0.3345 + 0.3895i
   0.0999 - 0.5304i
   0.9700 - 1.3092i
   1.3926 + 0.6531i
   0.5283 - 0.8929i
  -0.4231 - 0.1012i
  -0.6396 + 0.1118i
  -0.2545 + 0.0127i
   0.3193 + 0.4125i
   0.8829 - 0.8146i
   0.4013 + 0.7143i
   0.9125 - 0.6428i
  -0.4635 - 0.4592i
   0.5761 - 0.3232i
   0.1237 - 0.1249i
  -0.4818 - 0.3838i
  -0.7315 - 0.3634i
   0.6528 - 0.8529i
   1.1219 - 0.4311i
  -0.3634 - 0.1244i
   0.2160 - 0.2495i
  -1.3794 + 0.8854i
   0.2393 + 0.1404i
   0.5728 + 0.1331i
  -0.1708 - 0.6999i
   1.2515 + 0.2013i
  -0.2440 + 0.5215i
   0.1207 - 0.2350i
   0.4536 - 0.9275i
   0.3551 + 0.7299i
  -0.5434 + 0.0026i
   0.2207 - 1.1348i
  -0.1243 - 0.5094i
  -0.6463 + 0.3780i
   0.2620 - 0.7289i
  -0.8744 + 1.1886i
  -0.6618 + 0.6381i
   0.2832 - 0.1200i
   0.7454 + 0.6590i
   0.0906 - 0.0268i
   0.3275 + 0.1600i
   0.9414 - 0.3269i
   0.2046 + 0.7169i
   0.3952 - 0.6619i
  -0.2982 + 0.2522i
   0.4763 - 0.3263i
   0.4899 + 0.6451i
  -0.6524 + 0.3326i
  -0.1503 - 0.0888i
   0.0690 + 0.3058i
   0.4397 + 0.5795i
   0.4795 + 0.1187i
   0.6456 + 0.0286i
  -0.4670 + 0.1015i
   0.4248 - 0.1817i
   0.2897 - 0.2755i
   0.3996 - 1.4615i
  -0.1555 + 1.3406i
   0.3826 + 0.1631i
   0.3825 - 0.5130i
   0.3455 + 0.0773i
   0.7258 + 1.3748i
   0.0591 + 0.5201i
   0.5296 + 0.6579i
   0.1795 - 0.7043i
   0.6949 - 0.9647i
  -0.6348 + 0.3325i
  -0.0504 + 0.6205i
   0.6119 - 0.3475i
  -0.8398 - 1.3230i
  -0.9870 - 0.7921i
  -0.0145 - 0.3962i
  -0.6616 - 0.8320i
   1.5156 + 1.0182i
   0.6888 + 0.8057i
  -0.8870 - 0.8749i
   0.4194 - 0.5747i
   0.6205 - 0.3994i
  -0.8633 + 0.8223i
  -0.0324 + 0.9390i
  -0.6288 + 0.5880i
   0.0337 + 0.2726i
  -0.6625 + 1.1877i
  -0.5581 + 1.0441i
  -0.2836 + 0.3382i
  -0.0033 + 0.6346i
   0.0657 - 0.8983i
   2.2227 + 0.3516i
  -0.3027 - 0.4442i
   1.3306 + 0.5314i
  -1.2865 + 0.6933i
   0.8944 - 0.3173i
  -0.5193 + 0.6402i
   0.8616 - 0.3780i
  -0.1388 + 1.0185i
  -0.2630 - 0.3323i
  -0.3705 + 0.0263i
   0.2066 - 0.2544i
  -1.0374 - 0.1091i
   0.4216 + 0.2016i
   0.0579 + 1.3183i
   0.6855 + 0.1126i
  -0.2788 - 0.2537i
  -0.0688 + 0.2140i
  -0.1406 - 0.0953i
  -0.0388 + 1.0446i
  -0.3394 - 1.0185i
   0.4259 + 0.4293i
  -0.0894 - 0.6909i
   0.8767 + 0.1840i
   0.8146 + 0.7353i
  -0.2886 - 0.8556i
  -0.2532 + 0.9336i
  -0.8279 - 0.8240i
   0.5382 + 0.4934i
   0.3704 - 1.4458i
  -0.6721 + 1.4749i
   1.3616 - 0.3048i
   2.2849 - 0.9572i
  -0.0514 - 0.3700i
  -1.1587 + 0.4204i
  -0.8562 - 0.6422i
   0.1546 - 0.0318i
   0.3438 - 0.5802i
  -1.3503 + 1.5559i
   0.5226 + 1.2535i
